provinsi,kota,nik,nama,tempat,tgl_lahir,jenis_kelamin,golongan_darah,alamat,rt/rw,kel/desa,kecamatan,agama,status,pekerjaan,kewarganegaraan,masa_berlaku,terbuat,pas_photo
BALI,DENPASAR,5109430927142836,Eliseo Major,uvjgdokw,01-12-1996,PEREMPUAN,O,jl. egyrj xhaapkd 0,766/661,denpasar,denpasar utara,KONGHUCU,KAWIN,fsqpnbuxjwrd,WNI,SEUMUR HIDUP,17-04-2022,src/image.jpeg
BALI,DENPASAR,5611075759519494,Sean Daysi,xfrxngre,22-01-2001,PEREMPUAN,AB,jl. mcsxa zernrvw 4,419/313,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,eraewqjdkfdi,WNI,SEUMUR HIDUP,16-10-2021,src/image.jpeg
BALI,DENPASAR,5101229499911777,Lemuel Debbi,plxzcmrl,20-05-2003,LAKI-LAKI,B,jl. xrikt gdqsmmu 4,552/370,denpasar,denpasar utara,HINDU,BELUM KAWIN,cooswbuwfoty,WNI,SEUMUR HIDUP,21-06-2021,src/image.jpeg
BALI,DENPASAR,5704782429871791,Edra Tobie,rtjbhykt,23-01-2005,PEREMPUAN,O,jl. jdiwh dstlgbp 8,246/541,denpasar,denpasar utara,HINDU,BELUM KAWIN,qdpjlrtxfzxb,WNI,SEUMUR HIDUP,27-02-2022,src/image.jpeg
BALI,DENPASAR,5594005821532883,Jae Corey,tduszymw,22-03-1998,LAKI-LAKI,B,jl. cgzmw wjjnpzc 1,542/405,denpasar,denpasar utara,KONGHUCU,KAWIN,kxklbxsbjwow,WNI,SEUMUR HIDUP,09-10-2021,src/image.jpeg
BALI,DENPASAR,5113065542740629,Vance Katrice,srmmlmlv,30-08-1997,LAKI-LAKI,O,jl. jiixe kncoyfk 1,528/101,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,ecyiomxwrovh,WNI,SEUMUR HIDUP,22-12-2021,src/image.jpeg
BALI,DENPASAR,5383675808919392,Carrie Idella,rynddvmt,17-02-2001,PEREMPUAN,A,jl. wfsmm urdornz 4,290/769,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,cguleivlttmv,WNI,SEUMUR HIDUP,23-03-2022,src/image.jpeg
BALI,DENPASAR,5302156459965179,Sophie Aida,bqyslzcc,07-10-1992,LAKI-LAKI,O,jl. vzupa rdfxrax 1,702/434,denpasar,denpasar utara,KONGHUCU,KAWIN,ljyypgwtytem,WNI,SEUMUR HIDUP,01-04-2022,src/image.jpeg
BALI,DENPASAR,5197757636803896,Ahmed Simonne,hgdgoupw,24-05-2013,PEREMPUAN,B,jl. waunk ihhgjyj 7,457/476,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,izjsvwiasvhp,WNI,SEUMUR HIDUP,11-06-2021,src/image.jpeg
BALI,DENPASAR,5757737778101571,Manie Newton,klzzkusx,17-12-2015,LAKI-LAKI,AB,jl. xynoi twrftdc 4,732/618,denpasar,denpasar utara,KONGHUCU,KAWIN,aneuvpmhavjh,WNI,SEUMUR HIDUP,05-05-2022,src/image.jpeg
BALI,DENPASAR,5760219710834731,Keith Thresa,jcknuqav,26-12-2006,LAKI-LAKI,B,jl. hrrwe aanhnwi 8,214/335,denpasar,denpasar utara,HINDU,BELUM KAWIN,cxvrmhutkpzx,WNI,SEUMUR HIDUP,28-07-2021,src/image.jpeg
BALI,DENPASAR,5706523062675254,Cleo Bo,btfezbyc,13-03-2011,LAKI-LAKI,O,jl. vzunh jtcezjx 1,307/420,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,sxgszazdiyrw,WNI,SEUMUR HIDUP,07-11-2021,src/image.jpeg
BALI,DENPASAR,5432412765854452,Jamel Yolonda,cudpngyd,15-08-1999,PEREMPUAN,O,jl. ltgne yfwsmag 1,145/501,denpasar,denpasar utara,KATOLIK,KAWIN,dlvurwhkvztb,WNI,SEUMUR HIDUP,04-05-2022,src/image.jpeg
BALI,DENPASAR,5331570775814498,Jefferey Lance,umclqdkk,25-12-2017,PEREMPUAN,O,jl. xuumk ezsayfz 1,883/256,denpasar,denpasar utara,KONGHUCU,KAWIN,annyrvmaizjm,WNI,SEUMUR HIDUP,23-06-2021,src/image.jpeg
BALI,DENPASAR,5475144607884143,Maybelle Jeanie,rnpsithp,31-03-2014,PEREMPUAN,O,jl. hscda xxkmher 3,970/237,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,jvohcpyhbobe,WNI,SEUMUR HIDUP,21-08-2021,src/image.jpeg
BALI,DENPASAR,5364803053438358,Reinaldo Lon,kpmxtgrs,07-08-1992,PEREMPUAN,AB,jl. ylzos wmsetfx 7,921/367,denpasar,denpasar utara,HINDU,KAWIN,rdvbkvaxqcuv,WNI,SEUMUR HIDUP,30-10-2021,src/image.jpeg
BALI,DENPASAR,5146730898713915,Maria Alton,mleroklz,14-05-2000,LAKI-LAKI,O,jl. rbxnd rnuvwsd 8,544/257,denpasar,denpasar utara,HINDU,BELUM KAWIN,wukjzemyeeah,WNI,SEUMUR HIDUP,14-10-2021,src/image.jpeg
BALI,DENPASAR,5178007909089132,Dayle Belen,mpshfnfa,30-11-2018,LAKI-LAKI,O,jl. yqeyz rwfkfqp 0,065/163,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,khigmjtbbakh,WNI,SEUMUR HIDUP,23-05-2021,src/image.jpeg
BALI,DENPASAR,5466399726184477,Man Abraham,fljngrft,05-06-1996,PEREMPUAN,O,jl. uioex sfiygbt 7,616/105,denpasar,denpasar utara,KONGHUCU,KAWIN,uxemklbesgqs,WNI,SEUMUR HIDUP,23-11-2021,src/image.jpeg
BALI,DENPASAR,5575856771546178,Emil Andy,dnbyrgwt,15-11-2009,PEREMPUAN,AB,jl. slbvo pqlrste 9,671/858,denpasar,denpasar utara,HINDU,KAWIN,eevmruyaokok,WNI,SEUMUR HIDUP,01-04-2022,src/image.jpeg
BALI,DENPASAR,5034888982266769,Johnnie William,nxrkkxnp,16-08-2010,PEREMPUAN,O,jl. gtail lsfgjlg 8,037/726,denpasar,denpasar utara,KONGHUCU,KAWIN,wmrgpxjildsm,WNI,SEUMUR HIDUP,09-11-2021,src/image.jpeg
BALI,DENPASAR,5483630722397473,Iesha Tamatha,kfpptdno,25-02-2019,PEREMPUAN,B,jl. tzjla mxowhcy 8,969/399,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,mszpgckfyrnt,WNI,SEUMUR HIDUP,03-05-2022,src/image.jpeg
BALI,DENPASAR,5233258003644207,King John,rgrcgdyt,25-08-1991,PEREMPUAN,B,jl. ckxbe dzheaom 1,704/529,denpasar,denpasar utara,KONGHUCU,KAWIN,xqwqakmafish,WNI,SEUMUR HIDUP,12-02-2022,src/image.jpeg
BALI,DENPASAR,5930655458171137,Marcos Markus,iwhptzhw,18-08-1990,PEREMPUAN,B,jl. fcfcv dojxwbe 3,798/315,denpasar,denpasar utara,KATOLIK,KAWIN,kemkurzcdxhl,WNI,SEUMUR HIDUP,06-11-2021,src/image.jpeg
BALI,DENPASAR,5012611786899626,Alphonse Madalene,aobrxwzf,17-10-1991,LAKI-LAKI,B,jl. ixboz kfzmsjv 7,893/989,denpasar,denpasar utara,KONGHUCU,KAWIN,qfxpdnuqwcqe,WNI,SEUMUR HIDUP,11-06-2021,src/image.jpeg
BALI,DENPASAR,5353123830655024,Eusebio Jude,tanfiudh,29-03-2009,PEREMPUAN,O,jl. ufqys itceocl 7,142/915,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,jslditnnseub,WNI,SEUMUR HIDUP,08-11-2021,src/image.jpeg
BALI,DENPASAR,5312573831993832,Hugo Shaneka,aaaantay,06-09-2006,PEREMPUAN,O,jl. nybpd glymgwm 6,876/495,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,rjjfujqhjwks,WNI,SEUMUR HIDUP,23-10-2021,src/image.jpeg
BALI,DENPASAR,5460802527555673,Verona Cierra,tukujins,31-03-2010,LAKI-LAKI,AB,jl. pcmew teiusih 0,939/522,denpasar,denpasar utara,KATOLIK,KAWIN,ngwaxjzyhrcx,WNI,SEUMUR HIDUP,10-07-2021,src/image.jpeg
BALI,DENPASAR,5083708382208893,Lindsay Andra,ncdxkyge,27-05-2004,PEREMPUAN,O,jl. avbvp tlhhxih 9,925/604,denpasar,denpasar utara,KONGHUCU,KAWIN,kxhybfpfozdh,WNI,SEUMUR HIDUP,14-02-2022,src/image.jpeg
BALI,DENPASAR,5931912054025313,Delorse Carline,wfzyvxre,07-04-2004,LAKI-LAKI,A,jl. zknyy qseljdn 9,565/645,denpasar,denpasar utara,HINDU,BELUM KAWIN,plmkrdnfgowg,WNI,SEUMUR HIDUP,08-05-2022,src/image.jpeg
BALI,DENPASAR,5570595944673184,Denyse Delmar,sdirbdfn,28-02-2016,LAKI-LAKI,AB,jl. vxarl aduygai 8,986/469,denpasar,denpasar utara,KONGHUCU,KAWIN,rpijspamymzy,WNI,SEUMUR HIDUP,04-04-2022,src/image.jpeg
BALI,DENPASAR,5991027479508890,Truman Stella,xavsezqs,25-12-2009,LAKI-LAKI,B,jl. tldya hzmnnuq 2,466/176,denpasar,denpasar utara,KONGHUCU,KAWIN,acrzdhpvfylb,WNI,SEUMUR HIDUP,05-01-2022,src/image.jpeg
BALI,DENPASAR,5483020740467981,Wilbert Delmy,cqzrldhq,30-03-2004,PEREMPUAN,A,jl. vewek byzcwof 4,395/025,denpasar,denpasar utara,KONGHUCU,KAWIN,wohpsvgulpns,WNI,SEUMUR HIDUP,11-11-2021,src/image.jpeg
BALI,DENPASAR,5391790935835790,Tiesha Eldridge,psqkbrzk,29-10-2012,PEREMPUAN,B,jl. lhmbw cxwfmad 7,500/366,denpasar,denpasar utara,KONGHUCU,KAWIN,epxsaxacybwe,WNI,SEUMUR HIDUP,28-02-2022,src/image.jpeg
BALI,DENPASAR,5855192632903965,Scotty Velia,euvtitdb,05-10-1991,LAKI-LAKI,O,jl. udqze kifdjwi 4,014/317,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,hhbfbfedwsus,WNI,SEUMUR HIDUP,13-08-2021,src/image.jpeg
BALI,DENPASAR,5676557583725482,Edris Lakesha,wcnjadiy,18-01-1993,PEREMPUAN,B,jl. bkftn lvzegdv 6,453/001,denpasar,denpasar utara,KATOLIK,BELUM KAWIN,vacliwksmzkm,WNI,SEUMUR HIDUP,12-06-2021,src/image.jpeg
BALI,DENPASAR,5511453228659065,Kasey Louvenia,wgurecxd,13-11-2008,LAKI-LAKI,AB,jl. nqtou lcbymmt 0,296/402,denpasar,denpasar utara,HINDU,KAWIN,crqlihtuwcye,WNI,SEUMUR HIDUP,22-09-2021,src/image.jpeg
BALI,DENPASAR,5395287763167576,Archie Rolande,lruwkulv,24-01-1999,LAKI-LAKI,O,jl. uythq vszcprj 4,635/133,denpasar,denpasar utara,HINDU,BELUM KAWIN,ayvraiispfpu,WNI,SEUMUR HIDUP,30-11-2021,src/image.jpeg
BALI,DENPASAR,5899798880081996,Marco Jinny,yvssonqo,13-07-2002,LAKI-LAKI,B,jl. ztmoc lmyqdqg 2,002/778,denpasar,denpasar utara,HINDU,BELUM KAWIN,qwcvwgmlkxkj,WNI,SEUMUR HIDUP,09-09-2021,src/image.jpeg
BALI,DENPASAR,5732034892171191,Eliza Brady,fykaunak,11-11-2003,PEREMPUAN,O,jl. bgrgk goeggoe 1,218/137,denpasar,denpasar utara,HINDU,BELUM KAWIN,ipqdoipclmuu,WNI,SEUMUR HIDUP,23-12-2021,src/image.jpeg
BALI,DENPASAR,5315165244810108,Lang Titus,nzqhhvgd,02-02-1991,PEREMPUAN,A,jl. reouq cbouehx 4,973/209,denpasar,denpasar utara,KONGHUCU,KAWIN,teiwcbriwvcg,WNI,SEUMUR HIDUP,07-05-2022,src/image.jpeg
BALI,DENPASAR,5262289353947033,Gwenn Kiana,qtvabzny,01-09-2000,PEREMPUAN,O,jl. wcgnk ehodfwt 5,075/194,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,jqgiarmjljtn,WNI,SEUMUR HIDUP,13-04-2022,src/image.jpeg
BALI,DENPASAR,5593357400715944,Anibal Keith,bipqfanj,28-11-2003,PEREMPUAN,B,jl. hiadq sfqmqyc 0,923/134,denpasar,denpasar utara,KATOLIK,BELUM KAWIN,skbbumgcbtgg,WNI,SEUMUR HIDUP,22-03-2022,src/image.jpeg
BALI,DENPASAR,5870827726636169,Michel Vince,ysjpicon,25-05-1999,PEREMPUAN,A,jl. isgvk vgeiwfk 3,812/062,denpasar,denpasar utara,KONGHUCU,KAWIN,lploaajzeyjg,WNI,SEUMUR HIDUP,26-09-2021,src/image.jpeg
BALI,DENPASAR,5718144079632796,Reynaldo Hugh,lyzhgvgx,07-05-2006,LAKI-LAKI,O,jl. fevtm amadaet 9,210/291,denpasar,denpasar utara,HINDU,KAWIN,fcjbymauqxgm,WNI,SEUMUR HIDUP,29-11-2021,src/image.jpeg
BALI,DENPASAR,5779480389773558,Raymond Holli,ngkkfvij,26-06-2005,LAKI-LAKI,B,jl. jdlic evrruvq 4,963/678,denpasar,denpasar utara,BUDDHA,BELUM KAWIN,xvuyimkkznkd,WNI,SEUMUR HIDUP,23-01-2022,src/image.jpeg
BALI,DENPASAR,5062304274809106,Bridgette Nerissa,xwqzwjms,01-10-2012,PEREMPUAN,O,jl. vqcfq gefvnjg 6,471/516,denpasar,denpasar utara,KATOLIK,BELUM KAWIN,fybpigtcaubg,WNI,SEUMUR HIDUP,15-11-2021,src/image.jpeg
BALI,DENPASAR,5055227037603661,Nikole Howard,eynfghwt,30-05-2017,LAKI-LAKI,O,jl. txbep udtycxw 3,980/132,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,hznlczpomida,WNI,SEUMUR HIDUP,09-01-2022,src/image.jpeg
BALI,DENPASAR,5442240394801212,Destiny Elmo,icpmpobl,18-08-1995,LAKI-LAKI,O,jl. uucrd apfiyjl 5,032/527,denpasar,denpasar utara,KATOLIK,KAWIN,ycmaoeyldute,WNI,SEUMUR HIDUP,29-09-2021,src/image.jpeg
BALI,DENPASAR,5844048084029794,Kimi Jospeh,xayoquxv,02-10-2009,PEREMPUAN,O,jl. gbefz xseztvv 4,246/408,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,hjzqmwkvqohf,WNI,SEUMUR HIDUP,29-04-2022,src/image.jpeg
BALI,DENPASAR,5956534175765981,Mauro Marion,suwmyffu,17-11-2007,PEREMPUAN,B,jl. sieye ymrmfhn 8,839/510,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,pqpjtaowmfue,WNI,SEUMUR HIDUP,25-10-2021,src/image.jpeg
BALI,DENPASAR,5689895856396900,Yi Hyman,rgnrhonm,26-10-2018,PEREMPUAN,O,jl. tcmto ccnrgne 6,638/631,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,cfijvubolvor,WNI,SEUMUR HIDUP,12-01-2022,src/image.jpeg
BALI,DENPASAR,5049828206926124,Victor Latashia,jjmftpvd,01-02-1991,LAKI-LAKI,AB,jl. jddcr nweetyk 6,485/090,denpasar,denpasar utara,HINDU,KAWIN,cfxuzvlnuaty,WNI,SEUMUR HIDUP,20-02-2022,src/image.jpeg
BALI,DENPASAR,5605124396198968,Shaniqua Jamaal,bstujjtb,27-09-2008,PEREMPUAN,A,jl. mpqsa ctmchpl 0,471/352,denpasar,denpasar utara,KRISTEN,KAWIN,wupedqitsiru,WNI,SEUMUR HIDUP,01-06-2021,src/image.jpeg
BALI,DENPASAR,5862393251236684,Louann Charley,owrvsglh,09-10-2006,PEREMPUAN,A,jl. fggbu ktrgfls 9,229/195,denpasar,denpasar utara,KONGHUCU,KAWIN,xcfalexxqacm,WNI,SEUMUR HIDUP,16-04-2022,src/image.jpeg
BALI,DENPASAR,5352982506384994,Francisco Bob,ufaafepn,02-07-1998,PEREMPUAN,O,jl. pnxau qjqsufb 2,334/497,denpasar,denpasar utara,KRISTEN,KAWIN,kwqnrvwuxmsx,WNI,SEUMUR HIDUP,29-12-2021,src/image.jpeg
BALI,DENPASAR,5704671879341361,Enrique Olevia,mvbyxwhy,22-04-1996,PEREMPUAN,B,jl. dzatz dezpugf 8,474/292,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,kbpzcyagpbes,WNI,SEUMUR HIDUP,23-08-2021,src/image.jpeg
BALI,DENPASAR,5362925479570555,Karey Ozie,pfvaimyv,26-11-2005,PEREMPUAN,B,jl. dirjc kibshiw 8,850/066,denpasar,denpasar utara,KRISTEN,BELUM KAWIN,battiybyttyn,WNI,SEUMUR HIDUP,13-12-2021,src/image.jpeg
BALI,DENPASAR,5622677089458374,Lorretta Marry,dfbginqh,30-05-1999,LAKI-LAKI,O,jl. fxgqu cbcypps 1,699/286,denpasar,denpasar utara,KONGHUCU,KAWIN,kyktouwuvlrf,WNI,SEUMUR HIDUP,14-12-2021,src/image.jpeg
BALI,DENPASAR,5049587357998200,Carson Demetria,wdxtgydy,26-12-1999,LAKI-LAKI,A,jl. jrfmm wwbpgrl 8,706/058,denpasar,denpasar utara,ISLAM,KAWIN,jlvycrntshgm,WNI,SEUMUR HIDUP,13-12-2021,src/image.jpeg
BALI,DENPASAR,5712625104744096,Vincenza Eleonore,ixifqpee,08-07-1996,LAKI-LAKI,O,jl. wrbvk cxbumob 5,412/365,denpasar,denpasar utara,ISLAM,BELUM KAWIN,gzbkpifvifaq,WNI,SEUMUR HIDUP,22-05-2021,src/image.jpeg
BALI,DENPASAR,5164556951338662,Yong Allen,cvfimhkl,18-10-1998,LAKI-LAKI,O,jl. fscwk eowfxbv 6,996/876,denpasar,denpasar utara,KONGHUCU,KAWIN,qdyqirczupwx,WNI,SEUMUR HIDUP,28-03-2022,src/image.jpeg
BALI,DENPASAR,5131039737783298,Shalonda Bethann,iuaufrqo,25-02-2004,PEREMPUAN,O,jl. kleyy ckrwinw 7,236/947,denpasar,denpasar utara,HINDU,KAWIN,xzrlwrupwwno,WNI,SEUMUR HIDUP,29-11-2021,src/image.jpeg
BALI,DENPASAR,5275682145203568,Asa Mallory,lnusdtvc,10-02-2002,LAKI-LAKI,O,jl. yizpa qevrcnh 3,359/343,denpasar,denpasar utara,KONGHUCU,KAWIN,foqowwiupzez,WNI,SEUMUR HIDUP,23-08-2021,src/image.jpeg
BALI,DENPASAR,5216405761964928,Franklyn Kandy,ltnxkbzn,02-07-1990,LAKI-LAKI,O,jl. fpbjj aylwpsu 9,925/144,denpasar,denpasar utara,KONGHUCU,KAWIN,bfqkcexqtfyh,WNI,SEUMUR HIDUP,02-08-2021,src/image.jpeg
BALI,DENPASAR,5689981085522376,Jordan Marcellus,upvyloew,25-01-2008,PEREMPUAN,O,jl. slcon uwrabme 5,686/519,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,sliirckgimct,WNI,SEUMUR HIDUP,24-03-2022,src/image.jpeg
BALI,DENPASAR,5213405407027623,Kris Lilia,wihlfpti,21-08-2000,PEREMPUAN,O,jl. qriwj qrjhmgt 1,876/294,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,efjyflaelpwi,WNI,SEUMUR HIDUP,22-12-2021,src/image.jpeg
BALI,DENPASAR,5067858340857131,Leonel Rosena,pdlimhpa,02-12-2003,LAKI-LAKI,O,jl. eqeai dduswkp 8,891/576,denpasar,denpasar utara,HINDU,KAWIN,jaoyodhprvap,WNI,SEUMUR HIDUP,13-03-2022,src/image.jpeg
BALI,DENPASAR,5528027594290565,Dale Jaime,hpixkflv,04-10-1998,PEREMPUAN,AB,jl. urcrx sobtisr 6,614/062,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,edybfwcvvovd,WNI,SEUMUR HIDUP,06-01-2022,src/image.jpeg
BALI,DENPASAR,5345392333513078,Adrian Sylvester,hudvobxe,16-12-2004,PEREMPUAN,A,jl. roopo epowbku 2,830/369,denpasar,denpasar utara,BUDDHA,BELUM KAWIN,nzjsybondvks,WNI,SEUMUR HIDUP,24-04-2022,src/image.jpeg
BALI,DENPASAR,5809403915593322,Ricky Nakisha,qionuoqd,18-08-1994,PEREMPUAN,O,jl. uojow jpncxlz 2,493/624,denpasar,denpasar utara,HINDU,BELUM KAWIN,bkmthrifdsmr,WNI,SEUMUR HIDUP,28-09-2021,src/image.jpeg
BALI,DENPASAR,5225526720521433,Christian Veda,irskqydk,31-08-2000,LAKI-LAKI,A,jl. vlaic pdixnva 3,624/638,denpasar,denpasar utara,KATOLIK,KAWIN,ewdltspnqzjs,WNI,SEUMUR HIDUP,26-05-2021,src/image.jpeg
BALI,DENPASAR,5645323783050080,Kandice Shiela,xhbyfbjn,10-07-2010,PEREMPUAN,B,jl. adxpc csghwcr 9,134/769,denpasar,denpasar utara,KONGHUCU,KAWIN,wfjesthqibsj,WNI,SEUMUR HIDUP,31-03-2022,src/image.jpeg
BALI,DENPASAR,5161911494455999,Willian Venetta,xgpbdcxy,23-07-2010,LAKI-LAKI,O,jl. elwao bnshcfr 9,960/870,denpasar,denpasar utara,HINDU,BELUM KAWIN,cvouracqwteq,WNI,SEUMUR HIDUP,14-02-2022,src/image.jpeg
BALI,DENPASAR,5773061373284581,Michele Sunshine,ssgsdted,22-02-1998,LAKI-LAKI,B,jl. cwurc troqhab 5,189/943,denpasar,denpasar utara,HINDU,KAWIN,eqcqclpajlvn,WNI,SEUMUR HIDUP,14-08-2021,src/image.jpeg
BALI,DENPASAR,5100331738795288,Saul Dallas,yvxmdmfv,31-01-2013,PEREMPUAN,B,jl. gumpp zaxljnh 1,758/804,denpasar,denpasar utara,HINDU,KAWIN,jwpqemktqhmc,WNI,SEUMUR HIDUP,29-03-2022,src/image.jpeg
BALI,DENPASAR,5546402920349258,Heide Thaddeus,hoopeofn,29-11-1992,PEREMPUAN,A,jl. tsxqk qeocxjn 4,114/702,denpasar,denpasar utara,KRISTEN,BELUM KAWIN,dtppccavcyxf,WNI,SEUMUR HIDUP,18-04-2022,src/image.jpeg
BALI,DENPASAR,5171847036973183,Cedrick Marilee,ikhbfagv,14-04-2018,LAKI-LAKI,AB,jl. lszgd bcokbdo 4,470/514,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,yamrywpofjyo,WNI,SEUMUR HIDUP,02-02-2022,src/image.jpeg
BALI,DENPASAR,5832593819589637,Herman Jules,jqebltwt,21-08-2017,PEREMPUAN,O,jl. kolzr vuvaqwx 2,608/675,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,crfyyincshpr,WNI,SEUMUR HIDUP,25-11-2021,src/image.jpeg
BALI,DENPASAR,5903833970704194,Priscila Kelly,sgfxmnlr,10-12-2009,PEREMPUAN,AB,jl. fgsvt vlozgds 9,639/074,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,jmndjbndcbsu,WNI,SEUMUR HIDUP,24-08-2021,src/image.jpeg
BALI,DENPASAR,5919109680556615,Asuncion Garret,smeffqde,23-08-1997,LAKI-LAKI,B,jl. dhcer pvvelia 8,914/959,denpasar,denpasar utara,HINDU,KAWIN,qvhhxuzbnijy,WNI,SEUMUR HIDUP,29-04-2022,src/image.jpeg
BALI,DENPASAR,5989075081051774,Claudette Rutha,fglcwotb,13-05-2011,PEREMPUAN,B,jl. haqqa zknjmra 0,419/664,denpasar,denpasar utara,HINDU,KAWIN,rzrflqadiecs,WNI,SEUMUR HIDUP,19-07-2021,src/image.jpeg
BALI,DENPASAR,5614272843708655,Weldon Monika,nyydpmqk,07-03-2013,PEREMPUAN,A,jl. utsvw xuivkkg 0,581/520,denpasar,denpasar utara,HINDU,BELUM KAWIN,wpnbgzxbafyp,WNI,SEUMUR HIDUP,13-07-2021,src/image.jpeg
BALI,DENPASAR,5560705745912967,Otha Sergio,cfwzzhju,23-11-2001,PEREMPUAN,O,jl. xqote rxhuece 3,796/111,denpasar,denpasar utara,HINDU,BELUM KAWIN,paexmjlmqqsw,WNI,SEUMUR HIDUP,12-02-2022,src/image.jpeg
BALI,DENPASAR,5735768699318869,Lon Prudence,wpggvqwc,22-06-2016,LAKI-LAKI,O,jl. muoyb dqcmxbr 0,808/340,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,mljirnlnpyab,WNI,SEUMUR HIDUP,09-01-2022,src/image.jpeg
BALI,DENPASAR,5926456227020374,Derick Pok,hggpgima,04-12-2007,LAKI-LAKI,B,jl. tvagh cpltdgz 1,000/569,denpasar,denpasar utara,HINDU,KAWIN,cqgupvwdcjhm,WNI,SEUMUR HIDUP,11-03-2022,src/image.jpeg
BALI,DENPASAR,5685962680247314,Luis Oren,mynteftm,16-07-2010,PEREMPUAN,AB,jl. soznw hkvtocq 7,618/240,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,ahaillzsekdc,WNI,SEUMUR HIDUP,23-08-2021,src/image.jpeg
BALI,DENPASAR,5001627142104083,Annelle Kerrie,yqeiwyoi,22-04-2008,LAKI-LAKI,O,jl. lbrcy fjfvbuc 9,915/623,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,gxykbmyfzqgt,WNI,SEUMUR HIDUP,24-08-2021,src/image.jpeg
BALI,DENPASAR,5044686585505321,Alonzo Sid,vnnxbeot,09-03-1997,PEREMPUAN,O,jl. fxged sazdesr 1,351/383,denpasar,denpasar utara,KONGHUCU,KAWIN,wsxwuitsiups,WNI,SEUMUR HIDUP,10-05-2022,src/image.jpeg
BALI,DENPASAR,5591569382099510,Marina Rudolf,mmycgrxc,30-11-2017,LAKI-LAKI,AB,jl. klogx fpmqdpc 7,221/904,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,tptyqwqaxqjw,WNI,SEUMUR HIDUP,26-02-2022,src/image.jpeg
BALI,DENPASAR,5215039026377916,Kathlene Delmer,nfcgbqzl,07-12-2017,LAKI-LAKI,O,jl. frphp giigmdp 2,844/649,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,oehvcgbezmwu,WNI,SEUMUR HIDUP,16-09-2021,src/image.jpeg
BALI,DENPASAR,5942008293805630,Lawanna Dario,hxjpnofj,05-09-2008,PEREMPUAN,B,jl. vybzo rfqxpsy 0,217/972,denpasar,denpasar utara,KONGHUCU,KAWIN,dmdabpinkhsi,WNI,SEUMUR HIDUP,07-10-2021,src/image.jpeg
BALI,DENPASAR,5093120415584723,Katy Robt,tiuougqo,17-04-2016,PEREMPUAN,O,jl. axopp mzmgucd 9,727/765,denpasar,denpasar utara,KONGHUCU,KAWIN,bepfudbeomrl,WNI,SEUMUR HIDUP,30-05-2021,src/image.jpeg
BALI,DENPASAR,5668930632872060,Mose Rose,grjcgeax,04-01-2000,LAKI-LAKI,AB,jl. bisqt aytcfdd 1,765/434,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,kzocjsaezfpu,WNI,SEUMUR HIDUP,10-06-2021,src/image.jpeg
BALI,DENPASAR,5715758359975259,Emogene Elenore,copvyjmo,24-04-2017,PEREMPUAN,O,jl. qqjjn tjluqwz 1,147/101,denpasar,denpasar utara,KRISTEN,BELUM KAWIN,dztrkuwfxygj,WNI,SEUMUR HIDUP,11-03-2022,src/image.jpeg
BALI,DENPASAR,5739314413249839,Barton Valentin,gyhpluiv,22-11-1993,LAKI-LAKI,A,jl. pupxu hnunblu 3,572/094,denpasar,denpasar utara,HINDU,BELUM KAWIN,fohzpjdchjep,WNI,SEUMUR HIDUP,19-12-2021,src/image.jpeg
BALI,DENPASAR,5443596473632153,Pamela Gerald,opzezapw,27-11-2007,PEREMPUAN,O,jl. xehtc yahjzzr 7,922/222,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,rthivmlwczaz,WNI,SEUMUR HIDUP,13-05-2022,src/image.jpeg
